Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
113,113.0,"[""Dave repeatedly tells Jimmy that he did kill someone but it was not Katie : he beat a child molester to death after finding him having sex with a child prostitute in a car . Jimmy does not believe Dave 's claim and threatens him with a knife . When Dave finally admits to killing Katie thinking he can escape with his life , Jimmy kills him and disposes of his body in the adjacent Mystic River .   While Dave is being killed , Brendan ( having found out about his father 's gun during questioning ) confronts his""]",who killed katie in the movie mystic river,['Dave'],Dave Boyle (played by Tim Robbins),3.0,Semantically the same,,2.458631039,,,,,,,,,
114,,0.8257330656,0.37521306,0.9811745882,,,,,,,,,,,,,,
115,114.0,"["", including pink .   Natural occurrence   The Mogok Valley in Upper Myanmar ( Burma ) was for centuries the world 's main source for rubies . That region has produced some exceptional rubies , however in recent years few good rubies have been found . In central Myanmar , the area of Mong Hsu began producing rubies during the 1990s and rapidly became the world 's main ruby mining area . The most recently found ruby deposit in Myanmar is in Namya ( Namyazeik ) located in the northern state of Kachin .   Historically , rubies have also been mined in Thailand""]",where do most of the worlds rubies come from,"['central Myanmar , the area of Mong Hsu']",Most of the world's rubies come from Burma (now known as Myanmar).,3.0,Semantically the same,0.8327269554,2.159158707,0.09939735,0.2311057597,,,,,,,
116,115.0,"[' Years active   1950 -- 2008     Labels   Warner Bros. , Heart Warming     Associated acts   The Gospel Echoes / The Rambos , Reba Rambo McGuire     Website   dottierambo.net     Dottie Rambo ( March 2 , 1934 -- May 11 , 2008 ) was an American gospel singer and songwriter . She was a Grammy and multiple Dove Award - winning artist . Along with husband Buck and daughter Reba , she formed the award - winning southern Gospel group , The']",who wrote the song we shall behold him,['Dottie Rambo'],Dottie Rambo,3.0,Exact Match,1.0,5.07606554,0.9657709,0.9897944331,,,,,,,
117,116.0,"['  World Championships       1991 Sydney   5000 m relay       1994 Guildford   5000 m relay       1993 Beijing   5000 m relay        Steven John Bradbury OAM ( born 14 October 1973 ) is an Australian former short track speed skater and four - time Olympian . He is best known for winning the 1,000 m event at the 2002 Winter Olympics after all of his opponents were involved in a last corner pile - up']",who won australia's first olympic gold medal,['Steven John Bradbury'],"Edwin Flack, a runner, won Australia's first Olympic gold medal in the 800m and 1500m events at the 1896 Athens Olympic Games.",3.0,Gold is incorrect,0.7797007561,1.32045424,0.0120598,0.1288817227,,,,,,,
118,117.0,"[""15 - year - old Nola Kellergan , who went missing years prior . ''   Cast and characters ( edit )    Patrick Dempsey as Harry Quebert   Ben Schnetzer as Marcus Goldman   Damon Wayans Jr. as Sgt . Perry Gahalowood   Kristine Froseth as Nola Kellergan   Kurt Fuller as Chief Gareth Pratt   Victoria Clark as Jenny Quinn   Tessa Mossey as young Jenny Quinn     Wayne Knight as Benjamin Roth   Don Harvey as Bobbo Quinn   Matt Frewer as Reverend Kellergan ""]",who plays nola in the harry quebert affair,['Kristine Froseth'],Kristine Froseth,3.0,Exact Match,1.0,5.081235886,0.9614045,0.98996979,,,,,,,
119,118.0,"['16 , 2018 ( 2018 - 07 - 16 ) ( Hammersmith Apollo )   July 20 , 2018 ( 2018 - 07 - 20 ) ( United Kingdom & United States )             Running time   114 minutes     Country     United States   United Kingdom       Language   English     Budget   $75 million     Box office   $350.6 million     Mamma Mia']",mamma mia run time here we go again,['114 minutes'],1 hour and 54 minutes,3.0,Semantically the same,0.8394808769,1.475213885,0.3300522,0.07550344616,,,,,,,
120,119.0,"['quick breath of air . It is generally docile and not aggressive . It may deliver a provoked bite only after repeated severe treatment . It usually bites fishermen handling nets , but only 25 % of those bitten are envenomed .   Distribution ( edit )   Indian Ocean ( Philippines : Visayan area , Panay ; New Guinea ) , Gulf of Thailand , Australia ( North Territory ? , Queensland ? ) , Solomon Islands ( McCoy 2000 ) . Especially around the Ashmore Reef in the Timor Sea off northwest Australia . Also New Caledonia ', 'may deliver a provoked bite only after repeated severe treatment . It usually bites fishermen handling nets , but only 25 % of those bitten are envenomed .   Distribution ( edit )   Indian Ocean ( Philippines : Visayan area , Panay ; New Guinea ) , Gulf of Thailand , Australia ( North Territory ? , Queensland ? ) , Solomon Islands ( McCoy 2000 ) . Especially around the Ashmore Reef in the Timor Sea off northwest Australia . Also New Caledonia   Taxonomic History ( edit )   This species was first described and named', 'bite only after repeated severe treatment . It usually bites fishermen handling nets , but only 25 % of those bitten are envenomed .   Distribution ( edit )   Indian Ocean ( Philippines : Visayan area , Panay ; New Guinea ) , Gulf of Thailand , Australia ( North Territory ? , Queensland ? ) , Solomon Islands ( McCoy 2000 ) . Especially around the Ashmore Reef in the Timor Sea off northwest Australia . Also New Caledonia   Taxonomic History ( edit )   This species was first described and named by John', 'fishermen handling nets , but only 25 % of those bitten are envenomed .   Distribution ( edit )   Indian Ocean ( Philippines : Visayan area , Panay ; New Guinea ) , Gulf of Thailand , Australia ( North Territory ? , Queensland ? ) , Solomon Islands ( McCoy 2000 ) . Especially around the Ashmore Reef in the Timor Sea off northwest Australia . Also New Caledonia   Taxonomic History ( edit )   This species was first described and named by John Edward Gray in 1849 .   Etymology ( edit )']",where does the belcher's sea snake live,"['Indian Ocean', 'Gulf of Thailand', 'Australia', 'Solomon Islands']",The Belcher's sea snake is native to the coastal waters of Southeast Asia and Australia.,3.0,Semantically the same,0.8104323745,2.968643188,0.1093516,0.9877660275,,,,,,,
121,120.0,"["" Written by   David Crane Marta Kauffman     Featured music   `` Embryonic Journey '' by Jefferson Airplane `` Yellow Ledbetter '' by Pearl Jam     Production code   176266 176267     Original air date   May 6 , 2004 ( 2004 - 05 - 06 )     Running time   Part 1 : 22 min Part 2 : 22 min     Guest appearance ( s )       Anna Faris as Erica   James Michael Tyler as""]",when was the last episode of friends recorded,"['May 6 , 2004']","The last episode of Friends was recorded on January 23, 2004.",3.0,Gold is incorrect,0.8307584524,1.290230036,0.22206353,0.4542123079,,,,,,,
122,121.0,"['children together , but their dream is abruptly compromised by Kai , who puts Elena into a magical coma . Damon remains entirely devoted to Elena throughout the remaining two seasons as Elena sleeps peacefully . In the season 8 finale , she is revealed to be happily married to Damon . Elena considers Damon to be the love of her life and her soulmate .   Transition ( edit )   Executive producers Julie Plec and Kevin Williamson agreed that in the book series , Elena was turned into a vampire too early , which was around page']",who does elena from vampire diaries end up with,['Damon'],"In the TV show, Elena ends up with Damon Salvatore. In the book series, she ends up with Stefan Salvatore.",3.0,Semantically the same,0.8046694994,4.404129982,0.37048978,0.9889201522,,,,,,,
123,122.0,"['Indian Home Rule society - wikipedia  Indian Home Rule society   The Indian Home Rule Society ( IHRS ) was an Indian organisation founded in London in 1905 that sought to promote the cause of self - rule in British India . The organisation was founded by Shyamji Krishna Varma , with support from a number of prominent Indian nationalists in Britain at the time , including Bhikaji Cama , Dadabhai Naoroji and S.R. Rana , and was intended to be a rival organisation to the British Committee of the Indian National Congress that was the main avenue of the']",who had founded the indian home rule society,['Shyamji Krishna Varma'],Mahatma Gandhi,1.0,Incorrect,0.7880493402,1.13932848,0.009477137,0.04418320209,,,,,,,
124,123.0,"[""one and two were broadcast on BBC Two , and the first was the channel 's highest - rating programme of 2004 . This led to episodes being shown on BBC One from the third series onwards . The current narrator , as of Series 14 in 2017 , is Phil Davis . Mark Strong took over from David Morrissey after the first series , which was nominated for `` Best Factual Series or Strand '' in the 2005 BAFTAs ; Cherie Lunghi was the narrator between Series 10 and 13 .   In the first series , the last ten""]",who narrates who do you think you are uk,['Phil Davis'],"As of 2021, the narrators of ""Who Do You Think You Are?"" UK have been Cherie Lunghi and Phil Davis.",3.0,Different granularity,0.8164284825,1.587831855,0.24594542,0.9881601334,,,,,,,
125,124.0,"[""an attempt to protect his sister . He is portrayed by Phillip Alford in the film adaptation of To Kill a Mockingbird .   Dill Harris ( edit )   Charles Baker `` Dill '' Harris is a short , smart boy who visits Maycomb every summer from Meridian , Mississippi , and stays with his Aunt Rachel ( Aunt Stephanie in the film ) . Dill is the best friend of both Jem and Scout , and his goal throughout the novel is to get Boo Radley to come out of his house . The children concoct many plans to lure""]",where does dill live in to kill a mockingbird,"['Meridian , Mississippi ,']","Dill Harris lives in Meridian, Mississippi during the summer months.",3.0,Different granularity,0.8525604606,2.91942358,0.44692644,0.9878534079,,,,,,,
126,125.0,"[""suppression of paganism and heresy , the resolution of conflict among rival Roman Catholic groups , or for political and territorial advantage . At the time of the early Crusades the word did not exist , only becoming the leading descriptive term around 1760 .   In 1095 , Pope Urban II called for the First Crusade in a sermon at the Council of Clermont . He encouraged military support for the Byzantine Empire and its Emperor , Alexios I , who needed reinforcements for his conflict with westward migrating Turks colonizing Anatolia . One of Urban 's aims was to guarantee""]",who was the pope that started the crusades,['Pope Urban II'],Pope Urban II,3.0,Exact Match,0.9999999404,5.044322968,0.9585631,0.9890005589,,,,,,,
127,126.0,"['   Budget   $16.4 million     Box office   $235.8 million     Dead Poets Society is a 1989 American drama film directed by Peter Weir , written by Tom Schulman , and starring Robin Williams . Set in 1959 at the fictional elite conservative Vermont boarding school Welton Academy , it tells the story of an English teacher who inspires his students through his teaching of poetry .   The film received critical acclaim and was a box office success . It won the BAFTA Award for Best Film , and César Award and David di Donatello Award']",where did the dead poets society take place,['the fictional elite conservative Vermont boarding school Welton Academy'],"At a boys' preparatory school called Welton Academy in Vermont, USA.",3.0,Semantically the same,0.9041532278,3.924113274,0.81364197,0.2523507178,,,,,,,
128,127.0,"['Distributed by     Annapurna Pictures ( United States )   Walt Disney Studios Motion Pictures ( International )       Release date     January 20 , 2018 ( 2018 - 01 - 20 ) ( Sundance )   July 6 , 2018 ( 2018 - 07 - 06 ) ( United States )             Running time   111 minutes     Country   United States     Language   English    ']",when do sorry to bother you come out,"['July 6 , 2018']","Sorry to Bother You was released on July 6, 2018.",3.0,Semantically the same,0.8340483308,4.849415779,0.31276366,0.9885643125,,,,,,,
